7,C,09:08:50,05:10
9,P,09:10:50,14:40
24,N,09:30:00,11:00
31,N,09:38:40,02:00
33,N,09:40:00,09:20
45,C,09:50:30,02:20
48,P,09:54:50,06:20
56,N,10:05:00,02:50
61,C,10:10:00,09:20
68,P,10:17:40,13:20
79,P,10:29:20,05:50
83,C,10:34:50,09:30
89,N,10:43:40,03:40
95,P,10:50:40,03:10
97,N,10:51:50,04:40
101,P,10:55:00,14:30
114,P,11:10:00,09:00
125,N,11:22:40,06:10
129,C,11:24:50,04:10
133,C,11:28:30,09:10
141,C,11:35:30,04:50
145,P,11:41:30,13:10
154,P,11:49:20,02:20
157,C,11:52:10,03:00
159,N,11:53:30,13:50
171,C,12:03:50,09:30
178,N,12:10:50,05:20
183,N,12:17:40,12:20
191,N,12:27:00,00:40
194,N,12:31:10,13:20
208,P,12:48:00,09:30
216,N,12:56:10,13:50
226,C,13:04:20,14:20
238,C,13:16:00,08:20
246,N,13:26:00,09:40
254,N,13:35:00,08:00
259,P,13:39:30,11:50
268,N,13:48:00,09:50
276,P,13:58:00,00:40
278,N,14:00:50,06:20
283,N,14:06:00,05:00
288,C,14:12:40,14:10
297,P,14:19:20,04:20
