3,N,09:03:10,05:40
10,P,09:12:50,03:40
12,C,09:16:40,11:00
25,P,09:30:50,13:40
36,P,09:42:10,02:30
40,C,09:46:10,06:30
47,P,09:53:00,14:00
64,N,10:12:00,01:40
65,N,10:13:30,14:50
77,N,10:28:20,09:50
84,P,10:35:00,10:40
92,N,10:46:30,05:30
100,N,10:55:00,12:20
109,N,11:05:00,10:20
119,C,11:12:50,01:00
121,P,11:16:40,13:40
131,N,11:26:20,13:20
143,N,11:38:40,14:50
155,N,11:50:20,00:00
156,N,11:50:20,08:40
163,N,11:57:20,01:10
165,P,11:58:40,10:50
173,P,12:06:20,12:10
182,N,12:15:40,02:30
187,P,12:22:30,10:30
193,N,12:30:20,08:50
202,C,12:41:00,06:50
209,N,12:49:10,04:00
212,N,12:50:20,05:50
219,N,12:59:00,00:40
220,N,12:59:00,13:00
227,N,13:06:00,03:00
231,P,13:09:50,00:20
232,N,13:11:00,10:50
242,N,13:21:20,14:50
252,N,13:32:10,13:10
263,P,13:43:20,15:00
273,P,13:53:00,00:50
275,P,13:57:00,01:50
277,N,13:59:10,03:10
280,C,14:03:50,11:10
290,N,14:12:50,13:50
