5,P,09:06:00,12:20
15,P,09:21:40,05:50
21,N,09:26:00,14:30
32,C,09:39:40,01:20
37,P,09:43:00,11:30
50,N,09:57:10,11:00
63,P,10:10:30,10:20
70,N,10:19:30,07:00
78,P,10:28:20,13:30
86,P,10:38:20,09:00
96,P,10:51:00,10:30
103,N,10:57:40,10:30
113,P,11:09:50,09:30
126,N,11:23:10,11:20
134,C,11:29:00,13:50
148,N,11:43:10,11:00
152,C,11:47:20,05:20
158,P,11:52:40,06:10
164,N,11:57:20,14:40
175,N,12:08:40,06:10
180,N,12:13:10,12:50
189,C,12:24:30,02:30
192,C,12:28:50,03:30
196,P,12:33:30,09:30
205,N,12:44:30,07:40
214,C,12:54:10,11:30
223,P,13:01:20,09:00
229,P,13:08:10,03:30
233,P,13:12:00,08:00
239,C,13:17:50,00:40
241,N,13:20:10,10:00
249,C,13:28:30,09:10
255,C,13:36:30,02:20
257,N,13:37:50,02:00
258,N,13:38:00,13:10
270,N,13:50:20,06:00
272,C,13:52:20,12:10
284,C,14:07:20,06:30
292,C,14:14:40,08:10
295,N,14:18:10,04:10
299,P,14:19:50,12:40
