2,N,09:01:40,09:40
14,N,09:19:50,14:00
27,P,09:33:10,13:40
41,N,09:46:50,13:40
57,C,10:06:00,11:50
67,N,10:16:30,14:30
80,C,10:30:00,10:40
88,C,10:41:40,07:10
94,N,10:48:50,04:00
99,P,10:54:50,11:40
107,P,11:02:50,00:50
108,N,11:04:20,05:10
112,C,11:09:40,02:00
115,N,11:10:30,05:30
123,N,11:18:50,14:10
135,P,11:29:30,01:10
137,N,11:32:40,04:20
140,N,11:34:30,07:30
146,P,11:41:30,06:50
149,N,11:43:30,13:00
160,C,11:53:40,12:20
172,N,12:05:40,04:20
174,C,12:07:30,11:50
184,N,12:18:50,07:40
188,P,12:24:10,07:20
199,N,12:36:40,12:00
210,N,12:49:10,10:40
221,N,12:59:10,13:30
228,P,13:07:40,10:20
237,N,13:14:50,13:20
250,N,13:29:40,13:50
260,N,13:39:30,12:10
269,C,13:49:30,04:40
271,N,13:51:40,08:40
281,N,14:05:40,05:50
286,N,14:10:00,07:40
293,N,14:16:30,03:10
294,P,14:16:30,14:40
